Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"June 16, 2023"
Statement,Data,WhenGenerated,"2023-06-17, 10:04:07 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U1234567
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,18108.162634954,45248.856248142,0,45248.856248142,27140.693613188
Net Asset Value,Data,Stock,317148,276854,0,276854,-40294
Net Asset Value,Data,Options,-61551.99,4049.73,-52220.32,-48170.59,13381.4
Net Asset Value,Data,Interest Accruals,1.91,1.91,0,1.91,0
Net Asset Value,Data,Dividend Accruals,534.72,525.63,0,525.63,-9.09
Net Asset Value,Data,Total,274240.802634954,326680.126248142,-52220.32,274459.806248142,219.003613188
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.079858143%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,274240.802634954
Change in NAV,Data,Mark-to-Market,212.40000544
Change in NAV,Data,Dividends,25
Change in NAV,Data,Change in Dividend Accruals,-9.09
Change in NAV,Data,Commissions,-9.30639225
Change in NAV,Data,Ending Value,274459.806248142
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230120P00015000,PARA 20JAN23 15 P,0,-44,0,-76.6363,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230120C00017000,PARA 20JAN23 17 C,0,-300.6363,0,-266.281356,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230224P00015000,PARA 24FEB23 15 P,0,-34.6363,0,-34.6363,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230224C00017000,PARA 24FEB23 17 C,0,-728.3120353,0,-728.312035,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230519C00015000,PARA 19MAY23 15 C,0,-48.061768,0,-48.061768,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230519C00016500,PARA 19MAY23 16.5 C,0,159.492496,0,159.492496,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230519C00017500,PARA 19MAY23 17.5 C,0,1161.905066,0,1161.905066,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230519P00017500,PARA 19MAY23 17.5 P,0,272.77588,0,272.77588,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230616C00014000,PARA 16JUN23 14 C,-259.8381,-410.062248,-410.062248,-410.062248,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230616C00015000,PARA 16JUN23 15 C,0,161.937,0,161.937,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230616P00017500,PARA 16JUN23 17.5 P,-215.005116,-164.323216,-164.323216,-164.323216,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230728C00014000,PARA 28JUL23 14 C,85.992196,85.992196,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230728P00017500,PARA 28JUL23 17.5 P,-23.6581,-23.6581,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PHM   230721C00065000,PHM 21JUL23 65 C,-138.197658,-138.197658,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QCOM  230421P00095000,QCOM 21APR23 95 P,0,-8.5403888,0,-8.5403888,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QCOM  230421C00100000,QCOM 21APR23 100 C,0,3271.8844583,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QCOM  230630C00095000,QCOM 30JUN23 95 C,0,1010.940414,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230120C00117000,QQQM 20JAN23 117 C,0,-29.08815,0,43.718886,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230217C00118000,QQQM 17FEB23 118 C,0,-555.0948841,0,-555.094884,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230317C00119000,QQQM 17MAR23 119 C,0,491.8802469,0,491.880247,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230421C00119000,QQQM 21APR23 119 C,0,-623.105468,0,-623.105468,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230616C00120000,QQQM 16JUN23 120 C,-655.44905,-1653.111292,-1653.111292,-1653.111292,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,QQQM  230721C00125000,QQQM 21JUL23 125 C,-133.651858,-133.651858,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SBNY  230317P00085000,SBNY 17MAR23 85 P,0,-1540.29905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SBNY  230616C00095000,SBNY 16JUN23 95 C,0,1584.03586,0,1584.03586,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SBNY  230616P00095000,SBNY 16JUN23 95 P,0,33.661871,0,33.661871,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SBNY  230616C00100000,SBNY 16JUN23 100 C,0,2030.2301413,0,2030.230141,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00052500,SCHW 17MAR23 52.5 C,0,-266.40346,0,-266.40346,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00060000,SCHW 17MAR23 60 C,0,157.597124,0,157.597124,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00062500,SCHW 17MAR23 62.5 C,0,51.59766,0,51.59766,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317P00062500,SCHW 17MAR23 62.5 P,0,-7.1951039,0,-12.2332539,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00066000,SCHW 17MAR23 66 C,0,93.59786,0,93.59786,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00068000,SCHW 17MAR23 68 C,0,52.598156,0,52.598156,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00069000,SCHW 17MAR23 69 C,0,30.778292,0,30.778292,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00071000,SCHW 17MAR23 71 C,0,70.778316,0,70.778316,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00072000,SCHW 17MAR23 72 C,0,33.598388,0,33.598388,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00072500,SCHW 17MAR23 72.5 C,0,1143.79095,0,1078.233323,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00050000,SCHW 21APR23 50 C,0,-232.402356,0,-232.402356,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00052500,SCHW 21APR23 52.5 C,0,311.5959,0,311.5959,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00055000,SCHW 21APR23 55 C,0,437.593348,0,437.593348,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421P00057500,SCHW 21APR23 57.5 P,0,-168.4029,0,-168.4029,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616C00047500,SCHW 16JUN23 47.5 C,-165.26905,-409.7531,-409.7531,-409.7531,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616C00050000,SCHW 16JUN23 50 C,0,402.244588,0,402.244588,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616P00057500,SCHW 16JUN23 57.5 P,-228.90369,-192.40274,-192.40274,-192.40274,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230721C00047500,SCHW 21JUL23 47.5 C,32.852166,32.852166,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230721P00057500,SCHW 21JUL23 57.5 P,8.79095,8.79095,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SIG   230421P00050000,SIG 21APR23 50 P,0,-56.2802285,0,-56.2802285,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SIG   230421C00060000,SIG 21APR23 60 C,0,1557.9237089,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421P00060000,SQM 21APR23 60 P,0,-78.2796102,0,-78.2796102,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421C00070000,SQM 21APR23 70 C,0,1641.8725979,0,1641.872598,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421P00070000,SQM 21APR23 70 P,0,-192.24905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230120P00080000,STLD 20JAN23 80 P,0,-25,0,-91.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230120C00090000,STLD 20JAN23 90 C,0,-751.77815,0,-4.716517,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230217P00080000,STLD 17FEB23 80 P,0,-20.63815,0,-20.63815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230217C00090000,STLD 17FEB23 90 C,0,1748.3193579,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230421P00095000,STLD 21APR23 95 P,0,-959.84715,0,-959.84715,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230421C00100000,STLD 21APR23 100 C,0,1080.2413398,0,1080.24134,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00095000,STLD 19MAY23 95 C,0,2879.9882762,0,2624.941806,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00100000,STLD 19MAY23 100 C,0,1692.084192,0,1692.084192,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519P00100000,STLD 19MAY23 100 P,0,-124.705672,0,-124.705672,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00105000,STLD 19MAY23 105 C,0,741.69266,0,741.69266,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00115000,STLD 19MAY23 115 C,0,1847.280988,0,1847.280988,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519P00115000,STLD 19MAY23 115 P,0,1089.0851,0,1089.0851,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616C00095000,STLD 16JUN23 95 C,-1605.2981,-862.610272,-862.610272,-862.610272,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616P00100000,STLD 16JUN23 100 P,-861.06,-591.64905,-591.64905,-591.64905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616P00115000,STLD 16JUN23 115 P,-1320.65941,-825.30846,-825.30846,-825.30846,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230721C00095000,STLD 21JUL23 95 C,419.97858,419.97858,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230721P00115000,STLD 21JUL23 115 P,200.34095,200.34095,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00044000,STNG 21JUL23 44 C,-96.423722,-96.423722,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00046000,STNG 21JUL23 46 C,112.61095,246.6959,246.6959,246.6959,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00048000,STNG 21JUL23 48 C,0,90.695876,0,90.695876,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00050000,STNG 21JUL23 50 C,0,1240.28662,0,1240.28662,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721P00050000,STNG 21JUL23 50 P,-88.96,-49.46905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STX   230721C00055000,STX 21JUL23 55 C,-315.096474,-315.096474,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SWKS  230120C00080000,SWKS 20JAN23 80 C,0,1184.5,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TD    230721C00050000,TD 21JUL23 50 C,-421.89,29.539182,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00130000,TGT 21JUL23 130 C,-164.795906,-164.795906,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00135000,TGT 21JUL23 135 C,122.80095,356.593924,356.593924,356.593924,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00140000,TGT 21JUL23 140 C,0,2208.22822,0,2208.22822,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721P00140000,TGT 21JUL23 140 P,-297.47,139.60095,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TROX  230120P00012000,TROX 20JAN23 12 P,0,-19.34,0,-59.8763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TROX  230120C00013000,TROX 20JAN23 13 C,0,213.68,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230217P00060000,TSM 17FEB23 60 P,0,-54.5,0,-55.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230217C00070000,TSM 17FEB23 70 C,0,717.24,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230421C00075000,TSM 21APR23 75 C,0,1477.9146409,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230707C00090000,TSM 07JUL23 90 C,-566.94905,-566.10842,-566.10842,-566.10842,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TXN   230217P00145000,TXN 17FEB23 145 P,0,-210.5407961,0,-166.0789461,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TXN   230217C00155000,TXN 17FEB23 155 C,0,1448.67,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,VALE  230120P00012000,VALE 20JAN23 12 P,0,-13.1,0,-26.91575,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,VALE  230120C00015000,VALE 20JAN23 15 C,0,1064.15,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,WWW   230721C00012500,WWW 21JUL23 12.5 C,35.300156,35.300156,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230120C00129000,XLK 20JAN23 129 C,0,-176.52815,0,645.599353,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230203C00130000,XLK 03FEB23 130 C,0,-288.3990519,0,-288.399052,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230224C00131000,XLK 24FEB23 131 C,0,192.582514,0,192.582514,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230317C00132000,XLK 17MAR23 132 C,0,-16.4156998,0,-16.4157,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230421C00133000,XLK 21APR23 133 C,0,-746.407572,0,-746.407572,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230602C00134000,XLK 02JUN23 134 C,0,-1538.413828,0,-1538.413828,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230721C00139000,XLK 21JUL23 139 C,-817.31,-657.473874,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230120C00139000,XLY 20JAN23 139 C,0,-209.43815,0,-142.481274,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230203C00140000,XLY 03FEB23 140 C,0,-449.3987313,0,-449.398731,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230317C00143000,XLY 17MAR23 143 C,0,882.2782893,0,882.278289,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230421C00145000,XLY 21APR23 145 C,0,-95.502876,0,-95.502876,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230519C00145000,XLY 19MAY23 145 C,0,153.594396,0,153.594396,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230616C00146000,XLY 16JUN23 146 C,-1270.16905,-1358.405468,-1358.405468,-1358.405468,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230721C00150000,XLY 21JUL23 150 C,-56.184794,-56.184794,0,0,0,0
Month & Year to Date Performance Summary,Data,Total,,,-4897.14606,33333.3488121,-10010.352142,13520.2755117,0,0
Month & Year to Date Performance Summary,Data,Total (All Assets),,,-1021.923059,7916.51852435,-4020.0072125,-6494.5957658,0,-391.122176
Cash Report,Header,Currency Summary,Currency,Total,Month to Date,Year to Date,
Cash Report,Data,Starting Cash,Base Currency Summary,18108.162634954,,,
Cash Report,Data,Commissions,Base Currency Summary,-9.30639225,-37.313059,-306.19147565,
Cash Report,Data,Deposits,Base Currency Summary,0,0,22422.9812,
Cash Report,Data,Dividends,Base Currency Summary,25,489,4285.67,
Cash Report,Data,Broker Interest Paid and Received,Base Currency Summary,0,5.22,58.35,
Cash Report,Data,Trades (Sales),Base Currency Summary,35362,87324,476085.1664,
Cash Report,Data,Trades (Purchase),Base Currency Summary,-8237,-46440,-459940.7761544,
Cash Report,Data,Withholding Tax,Base Currency Summary,0,0,-38.23,
Cash Report,Data,Cash FX Translation Gain/Loss,Base Currency Summary,0.00000544,,,
Cash Report,Data,Ending Cash,Base Currency Summary,45248.856248142,,,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,18123.856248142,,,
Cash Report,Data,Starting Cash,CAD,0.0042153,,,
Cash Report,Data,Deposits,CAD,0,0,30460,
Cash Report,Data,Trades (Purchase),CAD,0,0,-30459.99580588,
Cash Report,Data,Ending Cash,CAD,0.0042153,,,
Cash Report,Data,Ending Settled Cash,CAD,0.0042153,,,
Cash Report,Data,Starting Cash,USD,18108.15944667,,,
Cash Report,Data,Commissions,USD,-9.30639225,-37.313059,-306.19147565,
Cash Report,Data,Dividends,USD,25,489,4285.67,
Cash Report,Data,Broker Interest Paid and Received,USD,0,5.22,58.35,
Cash Report,Data,Trades (Sales),USD,35362,87324,476085.1664,
Cash Report,Data,Trades (Purchase),USD,-8237,-46440,-437532,
Cash Report,Data,Withholding Tax,USD,0,0,-38.23,
Cash Report,Data,Ending Cash,USD,45248.85305442,,,
Cash Report,Data,Ending Settled Cash,USD,18123.85305442,,,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Stocks,USD,APA,100,1,45.31370257,4531.370257,34.38,3438,-1093.370257,
Open Positions,Data,Summary,Stocks,USD,BX,100,1,87.50370257,8750.370257,91.13,9113,362.629743,CP
Open Positions,Data,Summary,Stocks,USD,CMA,100,1,41.93370257,4193.370257,42.42,4242,48.629743,CP
Open Positions,Data,Summary,Stocks,USD,CWH,100,1,29.09370257,2909.370257,28.07,2807,-102.370257,CP
Open Positions,Data,Summary,Stocks,USD,DKS,100,1,149.23370257,14923.370257,135.1,13510,-1413.370257,CP
Open Positions,Data,Summary,Stocks,USD,EBAY,100,1,44.29370257,4429.370257,45.06,4506,76.629743,CP
Open Positions,Data,Summary,Stocks,USD,HAS,100,1,65.15370257,6515.370257,61.45,6145,-370.370257,
Open Positions,Data,Summary,Stocks,USD,HP,200,1,47.60920257,9521.840514,34.61,6922,-2599.840514,
Open Positions,Data,Summary,Stocks,USD,HPQ,200,1,39.57920257,7915.840514,31,6200,-1715.840514,
Open Positions,Data,Summary,Stocks,USD,M,200,1,15.79920257,3159.840514,15.85,3170,10.159486,CP
Open Positions,Data,Summary,Stocks,USD,MSFT,200,1,258.50370257,51700.740514,342.33,68466,16765.259486,CP
Open Positions,Data,Summary,Stocks,USD,NKE,100,1,109.11370257,10911.370257,113.59,11359,447.629743,CP
Open Positions,Data,Summary,Stocks,USD,NUE,100,1,101.06250257,10106.250257,151.41,15141,5034.749743,
Open Positions,Data,Summary,Stocks,USD,PARA,200,1,33.88420257,6776.840514,16.28,3256,-3520.840514,
Open Positions,Data,Summary,Stocks,USD,PHM,100,1,72.02370257,7202.370257,73.51,7351,148.629743,CP
Open Positions,Data,Summary,Stocks,USD,QQQM,100,1,163.00060257,16300.060257,151.32,15132,-1168.060257,
Open Positions,Data,Summary,Stocks,USD,SCHW,100,1,82.37370257,8237.370257,54.4,5440,-2797.370257,
Open Positions,Data,Summary,Stocks,USD,STLD,200,1,129.31370257,25862.740514,102.53,20506,-5356.740514,
Open Positions,Data,Summary,Stocks,USD,STNG,100,1,62.61370257,6261.370257,46.1,4610,-1651.370257,CP
Open Positions,Data,Summary,Stocks,USD,STX,100,1,60.55370257,6055.370257,64.3,6430,374.629743,CP
Open Positions,Data,Summary,Stocks,USD,TD,100,1,60.75370257,6075.370257,61.16,6116,40.629743,CP
Open Positions,Data,Summary,Stocks,USD,TGT,100,1,163.60370257,16360.370257,133.81,13381,-2979.370257,CP
Open Positions,Data,Summary,Stocks,USD,WWW,400,1,14.264702573,5705.881029,14.14,5656,-49.881029,CP
Open Positions,Data,Summary,Stocks,USD,XLK,100,1,168.70170257,16870.170257,173.19,17319,448.829743,
Open Positions,Data,Summary,Stocks,USD,XLY,100,1,197.60170257,19760.170257,166.38,16638,-3122.170257,
Open Positions,Total,,Stocks,USD,,,,,281036.558739,,276854,-4182.558739,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Equity and Index Options,USD,APA 28JUL23 31 C,-1,100,4.36295014,-436.295014,4.1006,-410.06,26.235014,
Open Positions,Data,Summary,Equity and Index Options,USD,APA 28JUL23 35 P,1,100,2.3269905,232.69905,2.2159,221.59,-11.10905,
Open Positions,Data,Summary,Equity and Index Options,USD,BX 21JUL23 70 C,-1,100,18.79933462,-1879.933462,21.6348,-2163.48,-283.546538,CP
Open Positions,Data,Summary,Equity and Index Options,USD,CMA 21JUL23 35 C,-1,100,7.52942478,-752.942478,8.3833,-838.33,-85.387522,CP
Open Positions,Data,Summary,Equity and Index Options,USD,CWH 15SEP23 26 C,-1,100,3.8894539,-388.94539,3.5312,-353.12,35.82539,CP
Open Positions,Data,Summary,Equity and Index Options,USD,DKS 28JUL23 123 C,-1,100,13.13337998,-1313.337998,13.9749,-1397.49,-84.152002,CP
Open Positions,Data,Summary,Equity and Index Options,USD,EBAY 21JUL23 40 C,-1,100,4.87944598,-487.944598,5.3512,-535.12,-47.175402,CP
Open Positions,Data,Summary,Equity and Index Options,USD,HAS 21JUL23 50 C,-1,100,8.02342086,-802.342086,11.7476,-1174.76,-372.417914,
Open Positions,Data,Summary,Equity and Index Options,USD,HP 21JUL23 32.5 C,-2,100,3.21545938,-643.091876,3.0736,-614.72,28.371876,
Open Positions,Data,Summary,Equity and Index Options,USD,HP 21JUL23 35 P,2,100,1.9612405,392.2481,1.8237,364.74,-27.5081,
Open Positions,Data,Summary,Equity and Index Options,USD,HPQ 18AUG23 27 C,-2,100,3.61665614,-723.331228,4.4483,-889.66,-166.328772,
Open Positions,Data,Summary,Equity and Index Options,USD,M 21JUL23 14 C,-2,100,2.07795592,-415.591184,2.1271,-425.42,-9.828816,CP
Open Positions,Data,Summary,Equity and Index Options,USD,MSFT 21JUL23 205 C,-1,100,62.921544,-6292.1544,139.4004,-13940.04,-7647.8856,
Open Positions,Data,Summary,Equity and Index Options,USD,MSFT 21JUL23 245 C,-1,100,41.71915126,-4171.915126,99.6948,-9969.48,-5797.564874,CP
Open Positions,Data,Summary,Equity and Index Options,USD,NKE 30JUN23 100 C,-1,100,11.30939454,-1130.939454,14.4216,-1442.16,-311.220546,CP
Open Positions,Data,Summary,Equity and Index Options,USD,NUE 21JUL23 130 C,-1,100,7.60292422,-760.292422,22.2348,-2223.48,-1463.187578,
Open Positions,Data,Summary,Equity and Index Options,USD,NUE 21JUL23 135 P,1,100,9.8869905,988.69905,1.175,117.5,-871.19905,
Open Positions,Data,Summary,Equity and Index Options,USD,PARA 28JUL23 14 C,-2,100,3.01166098,-602.332196,2.5817,-516.34,85.992196,
Open Positions,Data,Summary,Equity and Index Options,USD,PARA 28JUL23 17.5 P,2,100,1.8032905,360.6581,1.685,337,-23.6581,
Open Positions,Data,Summary,Equity and Index Options,USD,PHM 21JUL23 65 C,-1,100,7.69942342,-769.942342,9.0814,-908.14,-138.197658,CP
Open Positions,Data,Summary,Equity and Index Options,USD,QQQM 21JUL23 125 C,-1,100,25.44928142,-2544.928142,26.7858,-2678.58,-133.651858,
Open Positions,Data,Summary,Equity and Index Options,USD,SCHW 21JUL23 47.5 C,-1,100,7.92292166,-792.292166,7.5944,-759.44,32.852166,
Open Positions,Data,Summary,Equity and Index Options,USD,SCHW 21JUL23 57.5 P,1,100,3.9469905,394.69905,4.0349,403.49,8.79095,
Open Positions,Data,Summary,Equity and Index Options,USD,STLD 21JUL23 95 C,-2,100,11.5183929,-2303.67858,9.4185,-1883.7,419.97858,
Open Positions,Data,Summary,Equity and Index Options,USD,STLD 21JUL23 115 P,1,100,11.3364905,1133.64905,13.3399,1333.99,200.34095,
Open Positions,Data,Summary,Equity and Index Options,USD,STNG 21JUL23 44 C,-1,100,2.78346278,-278.346278,3.7477,-374.77,-96.423722,CP
Open Positions,Data,Summary,Equity and Index Options,USD,STNG 21JUL23 50 P,1,100,5.3024905,530.24905,4.8078,480.78,-49.46905,
Open Positions,Data,Summary,Equity and Index Options,USD,STX 21JUL23 55 C,-1,100,6.21943526,-621.943526,9.3704,-937.04,-315.096474,CP
Open Positions,Data,Summary,Equity and Index Options,USD,TD 21JUL23 50 C,-1,100,11.64939182,-1164.939182,11.354,-1135.4,29.539182,CP
Open Positions,Data,Summary,Equity and Index Options,USD,TGT 21JUL23 130 C,-1,100,5.51294094,-551.294094,7.1609,-716.09,-164.795906,CP
Open Positions,Data,Summary,Equity and Index Options,USD,TGT 21JUL23 140 P,1,100,6.5103905,651.03905,7.9064,790.64,139.60095,
Open Positions,Data,Summary,Equity and Index Options,USD,WWW 21JUL23 12.5 C,-4,100,1.98895039,-795.580156,1.9007,-760.28,35.300156,CP
Open Positions,Data,Summary,Equity and Index Options,USD,XLK 21JUL23 139 C,-1,100,27.97276126,-2797.276126,34.5475,-3454.75,-657.473874,
Open Positions,Data,Summary,Equity and Index Options,USD,XLY 21JUL23 150 C,-1,100,16.62285206,-1662.285206,17.1847,-1718.47,-56.184794,
Open Positions,Total,,Equity and Index Options,USD,,,,,-30399.95421,,-48170.59,-17770.63579,
Complex Positions Summary,Header,Currency,Description,Symbol,Quantity,Multiplier,Close Price,Value,MTM P/L
Complex Positions Summary,Data,USD,BX +100xSTK  -1xJul 70 Call STK/OPT,,1,-,-,6949.52,-9.64
Complex Positions Summary,Data,USD,BLACKSTONE INC,BX,100,1,91.13,9113,-152
Complex Positions Summary,Data,USD,BX 21JUL23 70 C,BX    230721C00070000,-1,100,21.6348,-2163.48,142.36
