Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"June 8, 2023"
Statement,Data,WhenGenerated,"2023-06-09, 16:37:26 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U2084273
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,3297.486079501,3433.486082662,0,3433.486082662,136.000003161
Net Asset Value,Data,Stock,327479,328030,0,328030,551
Net Asset Value,Data,Options,-56955.72,4567.24,-61522.08,-56954.84,0.88
Net Asset Value,Data,Dividend Accruals,411,275,0,275,-136
Net Asset Value,Data,Total,274231.766079501,336305.726082662,-61522.08,274783.646082662,551.880003161
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.201245833%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,274231.766079501
Change in NAV,Data,Mark-to-Market,551.88000316
Change in NAV,Data,Dividends,136
Change in NAV,Data,Change in Dividend Accruals,-136
Change in NAV,Data,Ending Value,274783.646082662
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317P00062500,SCHW 17MAR23 62.5 P,0,-7.1951039,0,-12.2332539,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00066000,SCHW 17MAR23 66 C,0,93.59786,0,93.59786,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00068000,SCHW 17MAR23 68 C,0,52.598156,0,52.598156,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00069000,SCHW 17MAR23 69 C,0,30.778292,0,30.778292,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00071000,SCHW 17MAR23 71 C,0,70.778316,0,70.778316,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00072000,SCHW 17MAR23 72 C,0,33.598388,0,33.598388,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230317C00072500,SCHW 17MAR23 72.5 C,0,1143.79095,0,1078.233323,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00050000,SCHW 21APR23 50 C,0,-232.402356,0,-232.402356,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00052500,SCHW 21APR23 52.5 C,0,311.5959,0,311.5959,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421C00055000,SCHW 21APR23 55 C,0,437.593348,0,437.593348,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230421P00057500,SCHW 21APR23 57.5 P,0,-168.4029,0,-168.4029,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616C00047500,SCHW 16JUN23 47.5 C,-200.44,-444.92405,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616C00050000,SCHW 16JUN23 50 C,0,402.244588,0,402.244588,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SCHW  230616P00057500,SCHW 16JUN23 57.5 P,-225.35,-188.84905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SIG   230421P00050000,SIG 21APR23 50 P,0,-56.2802285,0,-56.2802285,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SIG   230421C00060000,SIG 21APR23 60 C,0,1557.9237089,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421P00060000,SQM 21APR23 60 P,0,-78.2796102,0,-78.2796102,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421C00070000,SQM 21APR23 70 C,0,1641.8725979,0,1641.872598,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SQM   230421P00070000,SQM 21APR23 70 P,0,-192.24905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230120P00080000,STLD 20JAN23 80 P,0,-25,0,-91.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230120C00090000,STLD 20JAN23 90 C,0,-751.77815,0,-4.716517,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230217P00080000,STLD 17FEB23 80 P,0,-20.63815,0,-20.63815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230217C00090000,STLD 17FEB23 90 C,0,1748.3193579,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230421P00095000,STLD 21APR23 95 P,0,-959.84715,0,-959.84715,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230421C00100000,STLD 21APR23 100 C,0,1080.2413398,0,1080.24134,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00095000,STLD 19MAY23 95 C,0,2879.9882762,0,2624.941806,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00100000,STLD 19MAY23 100 C,0,1692.084192,0,1692.084192,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519P00100000,STLD 19MAY23 100 P,0,-124.705672,0,-124.705672,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00105000,STLD 19MAY23 105 C,0,741.69266,0,741.69266,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519C00115000,STLD 19MAY23 115 C,0,1847.280988,0,1847.280988,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230519P00115000,STLD 19MAY23 115 P,0,1089.0851,0,1089.0851,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616C00095000,STLD 16JUN23 95 C,-838.72,-96.032172,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616P00100000,STLD 16JUN23 100 P,-641.06,-371.64905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STLD  230616P00115000,STLD 16JUN23 115 P,-843.12,-347.76905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00046000,STNG 21JUL23 46 C,90.26,224.34495,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00048000,STNG 21JUL23 48 C,0,90.695876,0,90.695876,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721C00050000,STNG 21JUL23 50 C,0,1240.28662,0,1240.28662,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,STNG  230721P00050000,STNG 21JUL23 50 P,44.26,83.75095,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,SWKS  230120C00080000,SWKS 20JAN23 80 C,0,1184.5,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TD    230721C00050000,TD 21JUL23 50 C,-231.26,220.169182,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00130000,TGT 21JUL23 130 C,-46.055906,-46.055906,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00135000,TGT 21JUL23 135 C,122.80095,356.593924,356.593924,356.593924,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721C00140000,TGT 21JUL23 140 C,0,2208.22822,0,2208.22822,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TGT   230721P00140000,TGT 21JUL23 140 P,-102.5,334.57095,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TROX  230120P00012000,TROX 20JAN23 12 P,0,-19.34,0,-59.8763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TROX  230120C00013000,TROX 20JAN23 13 C,0,213.68,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230217P00060000,TSM 17FEB23 60 P,0,-54.5,0,-55.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230217C00070000,TSM 17FEB23 70 C,0,717.24,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230421C00075000,TSM 21APR23 75 C,0,1477.9146409,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TSM   230707C00090000,TSM 07JUL23 90 C,-66.59,-65.74937,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TXN   230217P00145000,TXN 17FEB23 145 P,0,-210.5407961,0,-166.0789461,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,TXN   230217C00155000,TXN 17FEB23 155 C,0,1448.67,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,VALE  230120P00012000,VALE 20JAN23 12 P,0,-13.1,0,-26.91575,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,VALE  230120C00015000,VALE 20JAN23 15 C,0,1064.15,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230120C00129000,XLK 20JAN23 129 C,0,-176.52815,0,645.599353,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230203C00130000,XLK 03FEB23 130 C,0,-288.3990519,0,-288.399052,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230224C00131000,XLK 24FEB23 131 C,0,192.582514,0,192.582514,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230317C00132000,XLK 17MAR23 132 C,0,-16.4156998,0,-16.4157,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230421C00133000,XLK 21APR23 133 C,0,-746.407572,0,-746.407572,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230602C00134000,XLK 02JUN23 134 C,0,-1538.413828,0,-1538.413828,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLK   230721C00139000,XLK 21JUL23 139 C,-59.1,100.736126,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230120C00139000,XLY 20JAN23 139 C,0,-209.43815,0,-142.481274,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230203C00140000,XLY 03FEB23 140 C,0,-449.3987313,0,-449.398731,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230317C00143000,XLY 17MAR23 143 C,0,882.2782893,0,882.278289,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230421C00145000,XLY 21APR23 145 C,0,-95.502876,0,-95.502876,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230519C00145000,XLY 19MAY23 145 C,0,153.594396,0,153.594396,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,XLY   230616C00146000,XLY 16JUN23 146 C,-761.53,-849.766418,0,0,0,0
Month & Year to Date Performance Summary,Data,Total,,,-13134.673772,25095.8211001,356.593924,23887.2215777,0,0
Month & Year to Date Performance Summary,Data,Total (All Assets),,,-445.5431865,8492.89839685,428.141325,-2046.4472283,0,-391.122176
Cash Report,Header,Currency Summary,Currency,Total,Month to Date,Year to Date,
Cash Report,Data,Starting Cash,Base Currency Summary,3297.486079501,,,
Cash Report,Data,Commissions,Base Currency Summary,0,-3.6831865,-272.56160315,
Cash Report,Data,Deposits,Base Currency Summary,0,0,22422.9812,
Cash Report,Data,Dividends,Base Currency Summary,136,248,4044.67,
Cash Report,Data,Broker Interest Paid and Received,Base Currency Summary,0,5.22,58.35,
Cash Report,Data,Trades (Sales),Base Currency Summary,0,2769,391530.1664,
Cash Report,Data,Trades (Purchase),Base Currency Summary,0,-3493,-416993.7761544,
Cash Report,Data,Withholding Tax,Base Currency Summary,0,0,-38.23,
Cash Report,Data,Cash FX Translation Gain/Loss,Base Currency Summary,0.00000316,,,
Cash Report,Data,Ending Cash,Base Currency Summary,3433.486082662,,,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,3433.486082662,,,
Cash Report,Data,Starting Cash,CAD,0.0042153,,,
Cash Report,Data,Deposits,CAD,0,0,30460,
Cash Report,Data,Trades (Purchase),CAD,0,0,-30459.99580588,
Cash Report,Data,Ending Cash,CAD,0.0042153,,,
Cash Report,Data,Ending Settled Cash,CAD,0.0042153,,,
Cash Report,Data,Starting Cash,USD,3297.48292692,,,
Cash Report,Data,Commissions,USD,0,-3.6831865,-272.56160315,
Cash Report,Data,Dividends,USD,136,248,4044.67,
Cash Report,Data,Broker Interest Paid and Received,USD,0,5.22,58.35,
Cash Report,Data,Trades (Sales),USD,0,2769,391530.1664,
Cash Report,Data,Trades (Purchase),USD,0,-3493,-394585,
Cash Report,Data,Withholding Tax,USD,0,0,-38.23,
Cash Report,Data,Ending Cash,USD,3433.48292692,,,
Cash Report,Data,Ending Settled Cash,USD,3433.48292692,,,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Stocks,USD,APA,100,1,45.31370257,4531.370257,34,3400,-1131.370257,
Open Positions,Data,Summary,Stocks,USD,BOH,100,1,41.34370257,4134.370257,47.42,4742,607.629743,CP
Open Positions,Data,Summary,Stocks,USD,BX,100,1,87.50370257,8750.370257,88.66,8866,115.629743,CP
Open Positions,Data,Summary,Stocks,USD,C,100,1,45.97370257,4597.370257,48.1,4810,212.629743,CP
Open Positions,Data,Summary,Stocks,USD,CVE,200,1,18.78470257,3756.940514,17.32,3464,-292.940514,
Open Positions,Data,Summary,Stocks,USD,DKS,200,1,141.48370257,28296.740514,134.97,26994,-1302.740514,CP
Open Positions,Data,Summary,Stocks,USD,EBAY,100,1,44.29370257,4429.370257,45.61,4561,131.629743,CP
Open Positions,Data,Summary,Stocks,USD,EQT,100,1,33.05370257,3305.370257,38.97,3897,591.629743,CP
Open Positions,Data,Summary,Stocks,USD,FDX,100,1,172.67370257,17267.370257,225.01,22501,5233.629743,
Open Positions,Data,Summary,Stocks,USD,HAS,100,1,65.15370257,6515.370257,61.09,6109,-406.370257,
Open Positions,Data,Summary,Stocks,USD,HP,200,1,47.60920257,9521.840514,35.03,7006,-2515.840514,
Open Positions,Data,Summary,Stocks,USD,HPQ,200,1,39.57920257,7915.840514,30.04,6008,-1907.840514,
Open Positions,Data,Summary,Stocks,USD,JWN,200,1,16.17420257,3234.840514,19.38,3876,641.159486,CP
Open Positions,Data,Summary,Stocks,USD,M,200,1,15.79920257,3159.840514,16.02,3204,44.159486,CP
Open Positions,Data,Summary,Stocks,USD,MSFT,200,1,258.50370257,51700.740514,325.26,65052,13351.259486,CP
Open Positions,Data,Summary,Stocks,USD,NKE,100,1,109.11370257,10911.370257,106.2,10620,-291.370257,CP
Open Positions,Data,Summary,Stocks,USD,NUE,100,1,101.06250257,10106.250257,146.84,14684,4577.749743,
Open Positions,Data,Summary,Stocks,USD,NXPI,100,1,175.02370257,17502.370257,187.46,18746,1243.629743,
Open Positions,Data,Summary,Stocks,USD,PARA,200,1,33.88420257,6776.840514,16.58,3316,-3460.840514,
Open Positions,Data,Summary,Stocks,USD,QQQM,100,1,163.00060257,16300.060257,145.18,14518,-1782.060257,
Open Positions,Data,Summary,Stocks,USD,SCHW,100,1,82.37370257,8237.370257,55.03,5503,-2734.370257,
Open Positions,Data,Summary,Stocks,USD,STLD,200,1,129.31370257,25862.740514,100.36,20072,-5790.740514,
Open Positions,Data,Summary,Stocks,USD,STNG,100,1,62.61370257,6261.370257,44.87,4487,-1774.370257,CP
Open Positions,Data,Summary,Stocks,USD,TD,100,1,60.75370257,6075.370257,59.17,5917,-158.370257,CP
Open Positions,Data,Summary,Stocks,USD,TGT,100,1,163.60370257,16360.370257,131.27,13127,-3233.370257,CP
Open Positions,Data,Summary,Stocks,USD,TSM,100,1,98.66370257,9866.370257,99.94,9994,127.629743,CP
Open Positions,Data,Summary,Stocks,USD,XLK,100,1,168.70170257,16870.170257,165.19,16519,-351.170257,
Open Positions,Data,Summary,Stocks,USD,XLY,100,1,197.60170257,19760.170257,160.37,16037,-3723.170257,
Open Positions,Total,,Stocks,USD,,,,,332008.569509,,328030,-3978.569509,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Equity and Index Options,USD,APA 16JUN23 31 C,-1,100,1.2929747,-129.29747,3.1601,-316.01,-186.71253,
Open Positions,Data,Summary,Equity and Index Options,USD,APA 16JUN23 35 P,1,100,3.4569905,345.69905,1.4366,143.66,-202.03905,
Open Positions,Data,Summary,Equity and Index Options,USD,BOH 16JUN23 30 C,-1,100,12.02938878,-1202.938878,17.4752,-1747.52,-544.581122,CP
Open Positions,Data,Summary,Equity and Index Options,USD,BX 21JUL23 70 C,-1,100,18.79933462,-1879.933462,19.3762,-1937.62,-57.686538,CP
Open Positions,Data,Summary,Equity and Index Options,USD,C 16JUN23 40 C,-1,100,6.89942982,-689.942982,8.1641,-816.41,-126.467018,CP
Open Positions,Data,Summary,Equity and Index Options,USD,CVE 16JUN23 15 C,-2,100,3.39370794,-678.741588,2.3353,-467.06,211.681588,
Open Positions,Data,Summary,Equity and Index Options,USD,CVE 16JUN23 15 P,1,100,1.3724905,137.24905,0.0142,1.42,-135.82905,
Open Positions,Data,Summary,Equity and Index Options,USD,DKS 16JUN23 110 C,-1,100,28.31925846,-2831.925846,25.0242,-2502.42,329.505846,CP
Open Positions,Data,Summary,Equity and Index Options,USD,DKS 16JUN23 122 C,-1,100,3.9934531,-399.34531,13.0682,-1306.82,-907.47469,CP
Open Positions,Data,Summary,Equity and Index Options,USD,DKS 16JUN23 130 P,1,100,8.5029905,850.29905,0.975,97.5,-752.79905,
Open Positions,Data,Summary,Equity and Index Options,USD,EBAY 21JUL23 40 C,-1,100,4.87944598,-487.944598,6.0641,-606.41,-118.465402,CP
Open Positions,Data,Summary,Equity and Index Options,USD,EQT 16JUN23 27 C,-1,100,6.71943126,-671.943126,12.029,-1202.9,-530.956874,CP
Open Positions,Data,Summary,Equity and Index Options,USD,FDX 16JUN23 155 C,-1,100,56.41253374,-5641.253374,70.01,-7001,-1359.746626,
Open Positions,Data,Summary,Equity and Index Options,USD,HAS 21JUL23 50 C,-1,100,8.02342086,-802.342086,11.6287,-1162.87,-360.527914,
Open Positions,Data,Summary,Equity and Index Options,USD,HP 16JUN23 32.5 C,-2,100,1.68997154,-337.994308,2.7357,-547.14,-209.145692,
Open Positions,Data,Summary,Equity and Index Options,USD,HP 16JUN23 35 P,2,100,3.0099905,601.9981,0.85,170,-431.9981,
Open Positions,Data,Summary,Equity and Index Options,USD,HPQ 16JUN23 27 C,-2,100,3.42665766,-685.331532,3.0442,-608.84,76.491532,
Open Positions,Data,Summary,Equity and Index Options,USD,HPQ 16JUN23 30 P,2,100,1.0932905,218.6581,0.5537,110.74,-107.9181,
Open Positions,Data,Summary,Equity and Index Options,USD,JWN 16JUN23 14.5 C,-2,100,2.13295548,-426.591096,4.8944,-978.88,-552.288904,CP
Open Positions,Data,Summary,Equity and Index Options,USD,M 21JUL23 14 C,-2,100,2.07795592,-415.591184,2.2306,-446.12,-30.528816,CP
Open Positions,Data,Summary,Equity and Index Options,USD,MSFT 21JUL23 205 C,-1,100,62.921544,-6292.1544,121.6159,-12161.59,-5869.4356,
Open Positions,Data,Summary,Equity and Index Options,USD,MSFT 21JUL23 245 C,-1,100,41.71915126,-4171.915126,81.9683,-8196.83,-4024.914874,CP
Open Positions,Data,Summary,Equity and Index Options,USD,NKE 30JUN23 100 C,-1,100,11.30939454,-1130.939454,8.4269,-842.69,288.249454,CP
Open Positions,Data,Summary,Equity and Index Options,USD,NUE 21JUL23 130 C,-1,100,7.60292422,-760.292422,18.7436,-1874.36,-1114.067578,
Open Positions,Data,Summary,Equity and Index Options,USD,NUE 21JUL23 135 P,1,100,9.8869905,988.69905,2.52,252,-736.69905,
Open Positions,Data,Summary,Equity and Index Options,USD,NXPI 16JUN23 140 C,-1,100,38.2931787,-3829.31787,47.5484,-4754.84,-925.52213,
Open Positions,Data,Summary,Equity and Index Options,USD,PARA 16JUN23 14 C,-2,100,0.72297926,-144.595852,2.6047,-520.94,-376.344148,
Open Positions,Data,Summary,Equity and Index Options,USD,PARA 16JUN23 17.5 P,2,100,2.1532905,430.6581,1.1379,227.58,-203.0781,
Open Positions,Data,Summary,Equity and Index Options,USD,QQQM 16JUN23 120 C,-1,100,13.42937758,-1342.937758,25.4181,-2541.81,-1198.872242,
Open Positions,Data,Summary,Equity and Index Options,USD,SCHW 16JUN23 47.5 C,-1,100,3.1894595,-318.94595,7.6387,-763.87,-444.92405,
Open Positions,Data,Summary,Equity and Index Options,USD,SCHW 16JUN23 57.5 P,1,100,4.6669905,466.69905,2.7785,277.85,-188.84905,
Open Positions,Data,Summary,Equity and Index Options,USD,STLD 16JUN23 95 C,-2,100,5.73843914,-1147.687828,6.2186,-1243.72,-96.032172,
Open Positions,Data,Summary,Equity and Index Options,USD,STLD 16JUN23 100 P,1,100,5.9164905,591.64905,2.2,220,-371.64905,
Open Positions,Data,Summary,Equity and Index Options,USD,STLD 16JUN23 115 P,1,100,18.1464905,1814.64905,14.6688,1466.88,-347.76905,
Open Positions,Data,Summary,Equity and Index Options,USD,STNG 21JUL23 46 C,-1,100,4.4434495,-444.34495,2.2,-220,224.34495,CP
Open Positions,Data,Summary,Equity and Index Options,USD,STNG 21JUL23 50 P,1,100,5.3024905,530.24905,6.14,614,83.75095,
Open Positions,Data,Summary,Equity and Index Options,USD,TD 21JUL23 50 C,-1,100,11.64939182,-1164.939182,9.4477,-944.77,220.169182,CP
Open Positions,Data,Summary,Equity and Index Options,USD,TGT 21JUL23 130 C,-1,100,5.51294094,-551.294094,5.9735,-597.35,-46.055906,CP
Open Positions,Data,Summary,Equity and Index Options,USD,TGT 21JUL23 140 P,1,100,6.5103905,651.03905,9.8561,985.61,334.57095,
Open Positions,Data,Summary,Equity and Index Options,USD,TSM 07JUL23 90 C,-1,100,9.8394063,-983.94063,10.4969,-1049.69,-65.74937,CP
Open Positions,Data,Summary,Equity and Index Options,USD,XLK 21JUL23 139 C,-1,100,27.97276126,-2797.276126,26.9654,-2696.54,100.736126,
Open Positions,Data,Summary,Equity and Index Options,USD,XLY 16JUN23 146 C,-1,100,6.15293582,-615.293582,14.6506,-1465.06,-849.766418,
Open Positions,Total,,Equity and Index Options,USD,,,,,-35349.446314,,-56954.84,-21605.393686,
Complex Positions Summary,Header,Currency,Description,Symbol,Quantity,Multiplier,Close Price,Value,MTM P/L
Complex Positions Summary,Data,USD,BOH +100xSTK  -1xJun 30 Call STK/OPT,,1,-,-,2994.48,26.91
Complex Positions Summary,Data,USD,BANK OF HAWAII CORP,BOH,100,1,47.42,4742,-24
Complex Positions Summary,Data,USD,BOH 16JUN23 30 C,BOH   230616C00030000,-1,100,17.4752,-1747.52,50.91
Complex Positions Summary,Data,USD,BX +100xSTK  -1xJul 70 Call STK/OPT,,1,-,-,6928.38,8.2
Complex Positions Summary,Data,USD,BLACKSTONE INC,BX,100,1,88.66,8866,136
Complex Positions Summary,Data,USD,BX 21JUL23 70 C,BX    230721C00070000,-1,100,19.3762,-1937.62,-127.8
Complex Positions Summary,Data,USD,C +100xSTK  -1xJun 40 Call STK/OPT,,1,-,-,3993.59,3.46
Complex Positions Summary,Data,USD,CITIGROUP INC,C,100,1,48.1,4810,9
Complex Positions Summary,Data,USD,C 16JUN23 40 C,C     230616C00040000,-1,100,8.1641,-816.41,-5.54
Complex Positions Summary,Data,USD,DKS +100xSTK  -1xJun 110 Call STK/OPT,,1,-,-,10994.58,9.36
Complex Positions Summary,Data,USD,DICK'S SPORTING GOODS INC,DKS,100,1,134.97,13497,-44
Complex Positions Summary,Data,USD,DKS 16JUN23 110 C,DKS   230616C00110000,-1,100,25.0242,-2502.42,53.36
Complex Positions Summary,Data,USD,DKS +100xSTK  -1xJun 122 Call STK/OPT,,1,-,-,12190.18,9.43
Complex Positions Summary,Data,USD,DICK'S SPORTING GOODS INC,DKS,100,1,134.97,13497,-44
Complex Positions Summary,Data,USD,DKS 16JUN23 122 C,DKS   230616C00122000,-1,100,13.0682,-1306.82,53.43
Complex Positions Summary,Data,USD,EBAY +100xSTK  -1xJul 40 Call STK/OPT,,1,-,-,3954.59,6.08
Complex Positions Summary,Data,USD,EBAY INC,EBAY,100,1,45.61,4561,55
Complex Positions Summary,Data,USD,EBAY 21JUL23 40 C,EBAY  230721C00040000,-1,100,6.0641,-606.41,-48.92
Complex Positions Summary,Data,USD,EQT +100xSTK  -1xJun 27 Call STK/OPT,,1,-,-,2694.1,2.27
Complex Positions Summary,Data,USD,EQT CORP,EQT,100,1,38.97,3897,16
Complex Positions Summary,Data,USD,EQT 16JUN23 27 C,EQT   230616C00027000,-1,100,12.029,-1202.9,-13.73
Complex Positions Summary,Data,USD,JWN +100xSTK  -1xJun 14.5 Call STK/OPT,,2,-,-,2897.12,-1.8
Complex Positions Summary,Data,USD,NORDSTROM INC,JWN,200,1,19.38,3876,-8
Complex Positions Summary,Data,USD,JWN 16JUN23 14.5 C,JWN   230616C00014500,-2,100,4.8944,-978.88,6.2
Complex Positions Summary,Data,USD,M +100xSTK  -1xJul 14 Call STK/OPT,,2,-,-,2757.88,0.9
Complex Positions Summary,Data,USD,MACYS INC,M,200,1,16.02,3204,-38
Complex Positions Summary,Data,USD,M 21JUL23 14 C,M     230721C00014000,-2,100,2.2306,-446.12,38.9
Complex Positions Summary,Data,USD,MSFT +100xSTK  -1xJul 245 Call STK/OPT,,1,-,-,24329.17,98.04
Complex Positions Summary,Data,USD,MICROSOFT CORP,MSFT,100,1,325.26,32526,188
Complex Positions Summary,Data,USD,MSFT 21JUL23 245 C,MSFT  230721C00245000,-1,100,81.9683,-8196.83,-89.96
Complex Positions Summary,Data,USD,NKE +100xSTK  -1xJun30 100 Call STK/OPT,,1,-,-,9777.31,-2.46
Complex Positions Summary,Data,USD,NIKE INC -CL B,NKE,100,1,106.2,10620,-89
Complex Positions Summary,Data,USD,NKE 30JUN23 100 C,NKE   230630C00100000,-1,100,8.4269,-842.69,86.54
Complex Positions Summary,Data,USD,STNG +100xSTK  -1xJul 46 Call STK/OPT,,1,-,-,4267,-66.04
Complex Positions Summary,Data,USD,SCORPIO TANKERS INC,STNG,100,1,44.87,4487,-146
Complex Positions Summary,Data,USD,STNG 21JUL23 46 C,STNG  230721C00046000,-1,100,2.2,-220,79.96
Complex Positions Summary,Data,USD,TD +100xSTK  -1xJul 50 Call STK/OPT,,1,-,-,4972.23,4.62
Complex Positions Summary,Data,USD,TORONTO-DOMINION BANK,TD,100,1,59.17,5917,93
Complex Positions Summary,Data,USD,TD 21JUL23 50 C,TD    230721C00050000,-1,100,9.4477,-944.77,-88.38
Complex Positions Summary,Data,USD,TGT +100xSTK  -1xJul 130 Call STK/OPT,,1,-,-,12529.65,6.6
Complex Positions Summary,Data,USD,TARGET CORP,TGT,100,1,131.27,13127,-48
Complex Positions Summary,Data,USD,TGT 21JUL23 130 C,TGT   230721C00130000,-1,100,5.9735,-597.35,54.6
Complex Positions Summary,Data,USD,TSM +100xSTK  -1xJul07 90 Call STK/OPT,,1,-,-,8944.31,-3.81
Complex Positions Summary,Data,USD,TAIWAN SEMICONDUCTOR-SP ADR,TSM,100,1,99.94,9994,-35
